otu_id	reference_id	reference_taxonomy	class	order	family	genus	species	rank	score	abundance
8894250f63a56445a0251092699c5bb6debc504f	HQ202294	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Scutellosporaceae;g__Scutellospora;s__Scutellospora_reticulata	Glomeromycetes	Gigasporales	Scutellosporaceae	Scutellospora	Scutellospora reticulata	species	0.995	407
ecdda2070f5fa4da56016160b9fd5b9a5d884d2c	JN644409	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__Microdominikia_indica	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia indica	species	0.995	406
158912e0ef38152e5cee6f6617e3c188046e1f6b	HE610427	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_lacunosa	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora lacunosa	species	0.995	401
05c6e85d6c55c8ab277c24ff7f54f1bfbc54a8db	EUK1187771	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_species_0001	genus	0.99	395
81da931c1488438c9ccee9d8bbc431f9dc3603c3	GU353615	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0004	genus	0.995	393
d8f446f393d5b5731d9dbf763027c8c0d7e020db	HE799144	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0020	genus	0.995	378
3b7458e626a757d47b2daf24095e10f1170aaa30	AY969155	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0021	genus	1	377
fc51f1d002541a0dfe85b07634c55ec97d785782	GU059539	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_indicum	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus indicum	species	1	375
23f48af3230029159247bd7440182dd199377822	EUK1124326	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Septoglomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_pseudo_species_0001	genus	1	369
3701b5a0b7861b068dde769080e3c2c763b58dfd	HE799021	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0022	genus	1	350
83a8712fe8f1bd50582c904ee62e6afd9ffd9dea	MG829283	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0005	genus	1	335
3c4ad87da7e199afad3b3ae69b41addae38d95d8	LN617504	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0023	genus	1	327
176e9cdb24961d0f601d266f14b2ca25bbb1c12b	EUK1124312	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizoglomus;s__Rhizoglomus_intraradices	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus intraradices	species	1	325
013837b095c9447805734c450470329c002d11fb	LN616501	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0024	genus	0.995	320
51ad106a7fccf59af8d9df8a0ece1246d9344598	LN616400	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0025	genus	1	298
8c7ed0b5d75641134ea601b86330b12692bb4084	HF566663	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0026	genus	0.99	297
d23943070a9e520d73d5a325d14d23816111a61a	EUK1188388	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__unidentified	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_pseudo_species_0001	genus	0.985	283
f5e2212511de67c652ba85a7ec557a41d1c95408	X86687	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__Diversispora_epigaea	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora epigaea	species	0.995	277
3229c5153fbec7dd94aeb660f01df30a7ef6ba44	LN623132	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0027	genus	0.99	272
ac6e4021970c3327fd4f3883273c1c1eeca1ca8c	KF386295	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0006	genus	1	269
f6e831be77845055911b910f21cf09bc9e02207d	AM400227	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__Ambispora_gerdemannii	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora gerdemannii	species	0.995	256
0955a790f5c117f75229a21ec5aabea7f6f02728	LT982088	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__unidentified	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_pseudo_species_0002	genus	0.995	253
49a3ccaff29938928aa07854d58fbdc49c237dce	HE799143	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0028	genus	0.99	252
d4e86fb0e2311074b13ffc23e52ff0cec93d0bfd	HE799195	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0029	genus	1	243
0e6c31132747af29a3bdfba9780c362e0af5fcb6	HF566729	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0030	genus	0.98	242
764b00cfde92a1b3c59e3206f31cfba3a9ef7000	AF074351	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__unidentified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_pseudo_species_0001	genus	0.985	242
71652210987e6f29332209fe23d1701fa47173a6	Z14005	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_rugosa	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora rugosa	species	0.995	238
00e8f6167e5b7e1658922b91f771ffcf9e254f2f	AJ306445	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Scutellospora;s__Scutellospora_calospora	Glomeromycetes	Gigasporales	Gigasporaceae	Scutellospora	Scutellospora calospora	species	0.995	231
a3aefa8ae8bdd5e3b7a576e90501ef8c571b2308	MG829406	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_species_0002	genus	1	226
c601aef3d682be6ecc20346a03c9a7b3c792f51c	HE799143	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0031	genus	1	224
a4ccfdbba38d12fa92d32d8813f8b0f0ff09a19e	HE799206	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0032	genus	0.995	222
b9ac46f420b18d8e528e26b82fd4594d14c77736	FJ164237	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_perpusillum	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus perpusillum	species	1	219
fa756553741139618ecd6b873106389e7bdf337d	FJ009618	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizoglomus;s__Rhizoglomus_irregulare	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus irregulare	species	1	217
fe37a7ff12f28d147914017168c6ff532745fc27	EUK1187765	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0007	genus	0.98	213
84510b5604809f090a66fb7055b36f81acd468a9	MG829383	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_species_0003	genus	1	201
a292cc9daa49fc237e3ef54d244a242eb343bd8f	LN621088	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0033	genus	0.995	193
73b63247f8a7adda80befa77389e837763e9e239	EUK1138518	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0002	genus	0.985	179
782e896fc4ff009dd8ed71a42ca31be953a852e8	HF566438	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__unidentified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_pseudo_species_0002	genus	1	178
d645ce46b2cc7b49b681ee61ac2f02db645bec29	EUK1188121	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia_pseudo_species_0001	genus	0.995	175
d59a3d7c0412dc204f60bcf8d4fdd48ff7c507dc	LN617789	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0008	genus	1	173
e251b2b62cd657d949fbf8e32e0ad8c6c315fccf	AJ699070	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0034	genus	0.995	173
2c43c4e215879be863fb3f2568897aa6178aac9d	GU353737	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0005	genus	0.995	170
0fc3fbeff32760ddea4273376c7ca407d67ac91e	LN826566	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0009	genus	0.98	168
19c57184eb0132bda84aa3fe8fb598b6ca83f9c0	LN825281	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0035	genus	0.995	168
ef8c225141fc9094b1a908d130f130fa8211671e	AJ699069	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0036	genus	1	166
f769692c6171aff341fd33351f02dcf0590bf8e7	JF414190	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0037	genus	0.99	163
95e09a2fba554426ef1067a53ed5b50cb5d24a8d	LN825970	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0038	genus	1	161
cfd9f109e2f4a2fe0aa96e5877741205fd91bb9d	HE799039	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0039	genus	0.99	159
3e16b6461e99b248da301486972a10158ebcdb5c	LN618176	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0006	genus	1	155
561893de5c0c16459505312cc5166c492e469596	HE798913	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0040	genus	1	154
61e753bd1f26e75238e78658a99ad8fde27d60f0	JX461236	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_mosseae	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus mosseae	species	1	152
f14c9866d42e0bbc09ccc648de7e5e44657f5392	EUK1187765	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0010	genus	0.99	151
